ID,Handle,Variant ID,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant Inventory Adjust,Variant Inventory Adjust
7654922387535,2175105,42340620566607,Color,Multicoloured,Size,XS,0,0
7654926745679,3897068,42340638621775,Color,Ecru,Size,XL,0,0
7654930513999,4786277,42340656775247,Color,White,Size,XL,0,0
7654934741071,5770028,42340670603343,Color,Ecru,Size,XS,0,0
7654936936527,8372307,42340677484623,Color,Navy / White,Size,S,0,0
7654929006671,4387096,42340647993423,Color,Midnight blue,Size,XL,0,0
7654940213327,9328283,42340687741007,Color,Blue/White,Size,XS,0,0
7654942244943,9887284,42340693934159,Color,Multicoloured,Size,M,0,0
7654926090319,3641845,42340636065871,Color,Ecru,Size,S,0,0
7654921371727,2008572,42340617093199,Color,Bottle green,Size,M,0,0
7654919798863,1165232,42340610670671,Color,Black,Size,XS,0,0
7654929039439,4387226,42340648026191,Color,Black,Size,S,0,0
7654920585295,1478162,42340613357647,Color,Light beige,Size,L,0,0
7654925795407,3581041,42340634656847,Color,Black,Size,EU 38 (UK 10),0,0
7654935724111,7484422,42340673486927,Color,Black,Size,S,0,0
7654919667791,1131856,42340610441295,Color,Burgundy,Size,L,0,0
7654935625807,7149290,42340673159247,Color,Black,Size,M,0,0
7654918127695,264677,42340605460559,Color,Grey,Size,M,0,0
7654926352463,3644628,42340637147215,Color,Tan marl,Size,S,0,0
7654935887951,7563290,42340674273359,Color,Black,Size,L,0,0
7654938116175,8741357,42340681023567,Color,Mid-grey,Size,XS,0,0
7654925172815,3253322,42340631838799,Color,Black,Size,M,0,0
7654925172815,3253322,42340631871567,Color,Khaki,Size,S,0,0
7654925238351,3253325,42340632330319,Color,striped,Size,S,0,0
7654929694799,4424809,42340653695055,Color,Mid-blue,Size,L,0,0
7654927728719,4174164,42340641669199,Color,Red,Size,M,0,0
7654927925327,4174314,42340642848847,Color,Khaki,Size,S,0,0
7654917472335,85869,42340603199567,Color,Pink,Size,L,0,0
7654917308495,85474,42340602708047,Color,White,Size,XL,0,0
7654927990863,4174451,42340643405903,Color,Olive green,Size,XL,0,0
7654931464271,5039376,42340659363919,Color,Beige marl,Size,S,0,0
7654931464271,5039376,42340659462223,Color,Chocolate,Size,M,0,0
7654938542159,8851180,42340683153487,Color,Ecru,Size,XL,0,0
7654921994319,2142168,42340618797135,Color,Ecru,Size,L,0,0
7654921994319,2142168,42340618960975,Color,Mid-grey,Size,L,0,0
7654921994319,2142168,42340618862671,Color,Mid-grey,Size,XS,0,0
7654922616911,2281102,42340621451343,Color,Black,Size,S,0,0
7654933495887,5536206,42340666114127,Color,Light beige,Size,L,0,0
7654941163599,9598169,42340690853967,Color,Sand,Size,S,0,0
7654923731023,2756114,42340625842255,Color,Burgundy,Size,XL,0,0
7654941425743,9598246,42340691509327,Color,Blue,Size,XL,0,0
7654933069903,5536140,42340664737871,Color,Ecru / Marl,Size,S,0,0
7654928711759,4192137,42340646813775,Color,Grey,Size,L,0,0
7654934544463,5755119,42340669718607,Color,Brown,Size,M,0,0
7654933397583,5536201,42340665622607,Color,Khaki,Size,XS,0,0
7654925762639,3519119,42340634558543,Color,Leopard,Size,XL,0,0
7654925762639,3519119,42340634525775,Color,Leopard,Size,M,0,0
7654923763791,2756104,42340626137167,Color,Aubergine,Size,XL,0,0
7654923763791,2756104,42340626071631,Color,Aubergine,Size,M,0,0
7654938574927,8851188,42340683317327,Color,Black,Size,L,0,0
7654938411087,8851102,42340682498127,Color,Chalk pink,Size,XL,0,0
7654938411087,8851102,42340682432591,Color,Chalk pink,Size,S,0,0
7654925828175,3581100,42340634886223,Color,Ecru,Size,XL,0,0
7654925828175,3581100,42340634853455,Color,Ecru,Size,L,0,0
7654925828175,3581100,42340634820687,Color,Ecru,Size,M,0,0
7654925828175,3581100,42340634787919,Color,Ecru,Size,S,0,0
7654936903759,8372299,42340677451855,Color,Sand,Size,M,0,0
7654935953487,7966872,42340674633807,Color,Ecru,Size,L,0,0
7654923141199,2548169,42340623876175,Color,Multicoloured,Size,L,0,0
7654923141199,2548169,42340623843407,Color,Multicoloured,Size,S,0,0
7654937067599,8372324,42340677812303,Color,Black,Size,L,0,0
7654921011279,1608041,42340615487567,Color,Black,Size,M,0,0
7654918750287,779061,42340607459407,Color,Black,Size,XL,0,0
7654921338959,1971326,42340617027663,Color,Aged gold,Size,XL,0,0
7654906593359,4302501,42340553326671,Color,Black,Size,L,0,0
7654906593359,4302501,42340553261135,Color,Black,Size,S,0,0
7654906593359,4302501,42340553293903,Color,Black,Size,M,0,0
7654901252175,1437340,42340529373263,Color,Navy blue,Size,XL,0,0
7654901252175,1437340,42340529340495,Color,Navy blue,Size,L,0,0
7654915932239,8281406,42340596744271,Color,Black,Size,M,0,0
7654911606863,6318310,42340575084623,Color,Toffee,Size,L,0,0
7654906495055,4302400,42340552573007,Color,Light khaki,Size,L,0,0
7654907478095,5070320,42340556341327,Color,Black,Size,XL,0,0
7654907478095,5070320,42340556308559,Color,Black,Size,L,0,0
7654907478095,5070320,42340556275791,Color,Black,Size,M,0,0
7654907478095,5070320,42340556243023,Color,Black,Size,S,0,0
7654898892879,706335,42340516855887,Color,Blue,Size,XL,0,0
7654913540175,6987403,42340587634767,Color,Tobacco,Size,L,0,0
7654913540175,6987403,42340587667535,Color,Leopard,Size,M,0,0
7654914424911,7484476,42340590452815,Color,Khaki,Size,L,0,0
7654914424911,7484476,42340590420047,Color,Khaki,Size,M,0,0
7654904004687,3548400,42340541956175,Color,Anthracite grey,Size,S,0,0
7654912753743,6756400,42340583276623,Color,Brown,Size,L,0,0
7654916882511,9690848,42340601233487,Color,Dark brown,Size,L,0,0
7654900564047,1063383,42340526719055,Color,Grey,Size,L,0,0
7654910132303,5755375,42340570267727,Color,Ecru,Size,M,0,0
7654898040911,304301,42340510695503,Color,Navy blue,Size,XL,0,0
7654898040911,304301,42340510629967,Color,Navy blue,Size,M,0,0
7654908166223,5536333,42340559159375,Color,Oyster-white,Size,XL,0,0
7654908166223,5536333,42340559421519,Color,Black,Size,XL,0,0
7654916653135,9598367,42340600381519,Color,Black,Size,S,0,0
7654908067919,5536310,42340558635087,Color,Khaki,Size,XL,0,0
7654903349327,2893344,42340539564111,Color,Navy blue,Size,XL,0,0
7654912524367,6674302,42340582522959,Color,Sand,Size,XL,0,0
7654916489295,9598212,42340599889999,Color,Blue,Size,S,0,0
7654904627279,3920195,42340544282703,Color,Grey,Size,L,0,0
7654898073679,304416,42340510859343,Color,Oyster-white,Size,XL,0,0
7654898729039,693300,42340516036687,Color,Black,Size,L,0,0
7654901514319,1538372,42340530192463,Color,Brown,Size,M,0,0
7654901514319,1538372,42340530389071,Color,Stone,Size,L,0,0
7654901514319,1538372,42340530487375,Color,Khaki,Size,M,0,0
7654912819279,6786350,42340583866447,Color,Khaki,Size,L,0,0
7654907871311,5372323,42340557652047,Color,Navy blue,Size,L,0,0
7654897877071,108460,42340508794959,Color,Khaki,Size,M,0,0
7654901121103,1195314,42340529012815,Color,Black,Size,EU 38 (UK 30),0,0
7654897778767,108302,42340507582543,Color,Black,Size,XL,0,0
7654916423759,9504885,42340599398479,Color,Black,Size,EU 40 (UK 31),0,0
7654916423759,9504885,42340599431247,Color,Black,Size,EU 42 (UK 32),0,0
7654909673551,5683418,42340568432719,Color,Blue,Size,EU 46 (UK 36),0,0
7654906560591,4302474,42340553097295,Color,Olive green,Size,EU 46 (UK 36),0,0
7654906560591,4302474,42340553064527,Color,Olive green,Size,EU 42 (UK 32),0,0
7654899515471,761449,42340520656975,Color,Black,Size,M,0,0
7654908330063,5575345,42340560732239,Color,Mid-blue,Size,EU 46 (UK 36),0,0
7654908330063,5575345,42340560863311,Color,Blue,Size,EU 40 (UK 31),0,0
7654908395599,5575350,42340561354831,Color,Beige,Size,EU 38 (UK 30),0,0
7654910558287,6045300,42340572069967,Color,Mid-blue,Size,EU 42 (UK 32),0,0
7654899318863,761330,42340519182415,Color,Oyster-white,Size,M,0,0
7654911377487,6224875,42340574494799,Color,Dark anthracite,Size,XL,0,0
7654911901775,6462333,42340577378383,Color,Wine,Size,S,0,0
7654899089487,722339,42340517969999,Color,Oyster-white,Size,XL,0,0
7654899089487,722339,42340517937231,Color,Oyster-white,Size,S,0,0
7654905249871,4087339,42340547264591,Color,camel,Size,XL,0,0
7654905249871,4087339,42340547231823,Color,camel,Size,L,0,0
7654905249871,4087339,42340547199055,Color,camel,Size,M,0,0
7654905249871,4087339,42340547166287,Color,camel,Size,S,0,0
7654911148111,6224363,42340573872207,Color,Sky blue,Size,XL,0,0
7654911148111,6224363,42340573839439,Color,Sky blue,Size,L,0,0
7654911148111,6224363,42340573806671,Color,Sky blue,Size,M,0,0
7654900891727,1165312,42340528226383,Color,Oyster-white,Size,L,0,0
7654911508559,6224879,42340574822479,Color,Oyster-white,Size,S,0,0
7654908559439,5584414,42340563910735,Color,Black,Size,S,0,0
7654908493903,5584361,42340562403407,Color,White,Size,XL,0,0
7654902366287,1887470,42340535566415,Color,Black,Size,M,0,0
7654902366287,1887470,42340535763023,Color,Greenish,Size,M,0,0
7654900727887,1063407,42340527374415,Color,Bluish,Size,S,0,0
7654913966159,7200103,42340588879951,Color,Light khaki,Size,S,0,0
7654908690511,5588320,42340564828239,Color,striped,Size,XL,0,0
7654908690511,5588320,42340564795471,Color,striped,Size,L,0,0
7654912229455,6605400,42340578984015,Color,Black,Size,XL,0,0
7654912229455,6605400,42340578951247,Color,Black,Size,M,0,0
7654915309647,7545345,42340593762383,Color,Black,Size,XL,0,0
7654900138063,975501,42340524261455,Color,Oyster-white,Size,XL,0,0
7654900138063,975501,42340524228687,Color,Oyster-white,Size,L,0,0
7654900138063,975501,42340524195919,Color,Oyster-white,Size,M,0,0
7654900138063,975501,42340524163151,Color,Oyster-white,Size,S,0,0
7654900138063,975501,42340524392527,Color,Stripes,Size,XL,0,0
7654900138063,975501,42340524359759,Color,Stripes,Size,L,0,0
7654900138063,975501,42340524326991,Color,Stripes,Size,M,0,0
7654900138063,975501,42340524294223,Color,Stripes,Size,S,0,0
7654900138063,975501,42340524523599,Color,Green,Size,XL,0,0
7654900138063,975501,42340524490831,Color,Green,Size,L,0,0
7654900138063,975501,42340524458063,Color,Green,Size,M,0,0
7654900138063,975501,42340524425295,Color,Green,Size,S,0,0
7654900138063,975501,42340524654671,Color,striped,Size,XL,0,0
7654900138063,975501,42340524621903,Color,striped,Size,L,0,0
7654900138063,975501,42340524589135,Color,striped,Size,M,0,0
7654900138063,975501,42340524556367,Color,striped,Size,S,0,0
7654914293839,7446335,42340589928527,Color,Ecru,Size,S,0,0
7654915276879,7545354,42340593631311,Color,Khaki,Size,L,0,0
7654915276879,7545354,42340593598543,Color,Khaki,Size,M,0,0
7654914228303,7446306,42340589830223,Color,Sky blue,Size,XL,0,0
7654915080271,7545323,42340593008719,Color,Khaki,Size,L,0,0
7654915080271,7545323,42340592975951,Color,Khaki,Size,M,0,0
7654915440719,7545471,42340594352207,Color,Ecru,Size,XL,0,0
7654910853199,6085418,42340572987471,Color,Dark green,Size,M,0,0
7654903513167,3090470,42340540252239,Color,Navy blue,Size,S,0,0
7654914555983,7545104,42340590878799,Color,White,Size,M,0,0
7654914818127,7545203,42340591927375,Color,Printed,Size,M,0,0
7654914818127,7545203,42340591894607,Color,Printed,Size,S,0,0
7654914195535,7446305,42340589502543,Color,Red,Size,M,0,0
7654914195535,7446305,42340589600847,Color,Bluish,Size,S,0,0
7654913998927,7200501,42340589011023,Color,Ecru,Size,M,0,0
7654900432975,1063340,42340526358607,Color,Black,Size,M,0,0
7654912262223,6617534,42340579115087,Color,Black / White,Size,XL,0,0
7654912262223,6617534,42340579082319,Color,Black / White,Size,L,0,0
7654912262223,6617534,42340579049551,Color,Black / White,Size,M,0,0
7654912262223,6617534,42340579016783,Color,Black / White,Size,S,0,0
7654913048655,6864186,42340585504847,Color,Brown,Size,L,0,0
7654913048655,6864186,42340585439311,Color,Brown,Size,S,0,0
7654913048655,6864186,42340585472079,Color,Brown,Size,M,0,0
7654902923343,2688307,42340537991247,Color,Black / Brown,Size,S,0,0
7654900465743,1063344,42340526489679,Color,Brown,Size,M,0,0
7654912032847,6523035,42340578099279,Color,Black / White,Size,S,0,0
7654909575247,5679354,42340568105039,Color,Ecru / Brown,Size,S,0,0
7654903021647,2688360,42340538482767,Color,Sea green,Size,M,0,0
7654903021647,2688360,42340538449999,Color,Sea green,Size,S,0,0
7654907248719,4840305,42340555751503,Color,Navy blue,Size,XL,0,0
7654907248719,4840305,42340555718735,Color,Navy blue,Size,L,0,0
7654907248719,4840305,42340555685967,Color,Navy blue,Size,M,0,0
7654907248719,4840305,42340555653199,Color,Navy blue,Size,S,0,0
7654899744847,881309,42340522786895,Color,Oyster-white,Size,XL,0,0
7654912294991,6618041,42340579213391,Color,Brown,Size,XL,0,0
7654912294991,6618041,42340579180623,Color,Brown,Size,L,0,0
7654912294991,6618041,42340579147855,Color,Brown,Size,S,0,0
7654909509711,5679329,42340567973967,Color,Ecru,Size,XL,0,0
7654909509711,5679329,42340567941199,Color,Ecru,Size,L,0,0
7654909509711,5679329,42340567908431,Color,Ecru,Size,M,0,0
7654909509711,5679329,42340567875663,Color,Ecru,Size,S,0,0
7654909149263,5639410,42340566237263,Color,Navy blue,Size,XL,0,0
7654913507407,6987340,42340587339855,Color,Mid-blue,Size,XL,0,0
7654913507407,6987340,42340587241551,Color,Mid-blue,Size,S,0,0
7654898499663,526327,42340513677391,Color,striped,Size,XL,0,0
7654898499663,526327,42340513644623,Color,striped,Size,M,0,0
7654898499663,526327,42340513611855,Color,striped,Size,S,0,0
7654898335823,526318,42340512563279,Color,Ecru / Brown,Size,XL,0,0
7654898335823,526318,42340512530511,Color,Ecru / Brown,Size,M,0,0
7654904987727,4087307,42340545888335,Color,washed green,Size,XL,0,0
7654904987727,4087307,42340545855567,Color,washed green,Size,M,0,0
7654904987727,4087307,42340545822799,Color,washed green,Size,S,0,0
7654907609167,5372306,42340556669007,Color,Ecru / Navy,Size,XL,0,0
7654905806927,4092307,42340549394511,Color,brown/white,Size,XL,0,0
7654905806927,4092307,42340549361743,Color,brown/white,Size,L,0,0
7654905806927,4092307,42340549328975,Color,brown/white,Size,M,0,0
7654905806927,4092307,42340549296207,Color,brown/white,Size,S,0,0
7654904037455,3665312,42340542382159,Color,Ecru / Green,Size,L,0,0
7654904037455,3665312,42340542316623,Color,Ecru / Green,Size,S,0,0
7654898663503,526410,42340515348559,Color,Oyster-white,Size,M,0,0
7654903087183,2795437,42340538679375,Color,Mid-blue,Size,L,0,0
7654905020495,4087308,42340545921103,Color,Black,Size,S,0,0
7654911737935,6462306,42340576198735,Color,Ecru,Size,L,0,0
7654911737935,6462306,42340576133199,Color,Ecru,Size,S,0,0
7654911737935,6462306,42340576165967,Color,Ecru,Size,M,0,0
7654911737935,6462306,42340576264271,Color,Navy blue,Size,S,0,0
7654916292687,9240315,42340598743119,Color,Grey,Size,XL,0,0
